catasto,OMI,OMIk,OMId,fascia,zona,cod_prev,stato_prev,microzona
A056,A05600D1,CT00000977,AREE PERIFERICHE NORD : C.DE RIVOLITA-FUMATA-  CANNATELLA- POGGIO CHIUSE DAGALA/P,D,D1,21,N,3
A056,A05600D2,CT00000978,AREE PERIFERICHE EST : C.DE DAGALA/P- TIMPONE- URSO- CALABRESE- MARINA- SCOLARO ZOTTO DI MAZZA,D,D2,21,N,4
A056,A05600D3,CT00002333,AREE PERIFERICHE OVEST : CONTRADE LARDICHELLA - INCAVALCATA - FUMATA-CIAPPE-CARDELLICCHIA-MANDROPERO-MARGI-POGGIO DI VACCA-GROTTE,D,D3,21,N,5
A056,A05600D5,CT00002712,AREE SEMICENTRALI : STATUTO DEI LAVORATORI-F.LL ROSSELLI-GIOBBE-SPAMPINATO-CATANIA - B.BUOZZI - MASOTTO - CARSO - U.LA MALFA - AGR,D,D5,21,N,2
A057,A05700B1,BG00000915,CENTRO URBANO,B,B1,20,N,0
A057,A05700R1,BG00002028,RESTANTE PARTE DEL TERRITORIO COMUNALE A OVEST DEL CENTRO URBANO,R,R1,0,,0
A057,A05700R2,BG00002030,RESTANTE PARTE DEL TERRITORIO COMUNALE A EST DEL CENTRO URBANO,R,R2,0,,0
A058,A05800B1,BG00000916,CENTRO URBANO,B,B1,20,N,0
A058,A05800R1,BG00002032,RESTANTE PARTE DEL TERRITORIO COMUNALE,R,R1,0,,0
A059,A05900B1,RO00000042,CENTRO,B,B1,20,N,1
A059,A05900D1,RO00000043,PERIFERIA E FRAZIONI,D,D1,20,N,2
A059,A05900D2,RO00003094,ZONA PERIFERICA,D,D2,20,N,0
A059,A05900E1,RO00003089,"FRAZIONI, LOCALITA` (BOTTRIGHE)",E,E1,20,N,0
A059,A05900R1,RO00002804,"ZONA RURALE, LOCALITA`, BORGATE",R,R1,0,,0
A060,A06000B1,BS00000114,CENTRALE,B,B1,20,N,1
A060,A06000C1,BS00000116,SEMICENTRALE,C,C1,20,N,1
A060,A06000D1,BS00000118,PERIFERICA ABITATIVA E INDUSTRIALE -VIA ZOCCO,D,D1,8,N,1
A060,A06000D2,BS00003865,ARTIGIANALE,D,D2,7,N,2
A060,A06000R1,BS00004922,AGRICOLA,R,R1,101,,3
A060,A06000R2,BS00005502,ZONA SUD,R,R2,101,,3
A060,A06000R3,BS00005503,ZONA SE,R,R3,101,,1
A061,A06100B1,VR00000396,"CAPOLUOGO, FRAZIONI E COMPARTO LIMITROFO EDIFICATO",B,B1,20,N,2
A061,A06100D1,VR00000397,ZONA INDUSTRIALE SOTTOMOSCAL,D,D1,7,O,1
A061,A06100D2,VR00000399,CENTRO COMMERCIALE CANOVE E ZONA INDUSTRIALE LE MOLLE,D,D2,7,O,3
A061,A06100R1,VR00000937,TERRITORIO A SCARSA DENSITA` EDIFICATORIA SITUATO A NORD DEL COMPRENSORIO COMUNALE,R,R1,0,,0
A061,A06100R2,VR00000938,TERRITORIO A SCARSA DENSITA` EDIFICATORIA SITUATO A  SUD-OVEST DEL COMPRENSORIO COMUNALE,R,R2,0,,0
A062,A06200B1,RM00000199,CENTRO ABITATO,B,B1,20,N,1
A062,A06200E1,RM00000201,ESPANSIONE,E,E1,20,N,1
A062,A06200R1,RM00001541,ZONA RURALE,R,R1,0,,2
A062,A06200R2,RM00001542,ZONA RURALE SUD,R,R2,0,,3
A064,A06400B1,NA00000071,CENTRO: VIA DE NICOLA DA PIAZZA GIANTURCO A PIAZZA CASTELLO,B,B1,20,N,1
A064,A06400B2,NA00000072,"CENTRO DEGRADATO: VIA SAN FELICE, VIA MORELLI, VIA D. ALIGHIERI, VIA PRINCIPE DI NAPOLI, VIA DON MINZONI, VIA ALFIERI",B,B2,21,S,1
A064,A06400C1,NA00000073,"CORSO GARIBALDI, CORSO VITTORIO EMANUELE, VIA AMENDOLA, CORSO MERIDIONALE",C,C1,20,N,2
A064,A06400C2,NA00000074,"VIA SALICELLE, TRATTI PIU` PROSSIMI AL CENTRO DI VIA CINQUEVIE, VIA SAN MARCO E VIA SAGGESE",C,C2,20,N,3
A064,A06400C3,NA00004663,"SEMICENTRO OVEST: CORSO GARIBALDI, CORSO VITTORIO EMANUELE, VIA AMENDOLA, CORSO MERIDIONALE, CORSO ITALIA",C,C3,20,N,0
A064,A06400C4,NA00004664,"SEMICENTRO EST: TRATTI PIU` PROSSIMI AL CENTRO DI VIA CINQUEVIE, VIA SAN MARCO",C,C4,20,N,0
A064,A06400D1,NA00000075,TRATTI DI VIA SAN MARCO E VIA SAGGESE VERSO CASALNUOVO (EX STRADA PROV. SAGGESE - STRADA COM. FERRARESE),D,D1,21,N,3
A064,A06400D2,NA00000076,"FASCIA POCO EDIFICATA TRA SVINCOLI ASSE MEDIANO, NUOVA AREA COMMERCIALE -LE PORTE DI NAPOLI- (EX ST.NAZ. DELLE PUGLIE, V.DIAZ)",D,D2,21,N,4
A064,A06400D3,NA00002599,"PERIFERIA: AREA CIMITERIALE, NUOVA ZONA COMMERCIALE LOCALITA` CANTARIELLO, VIA NAZIONALE DELLE PUGLIE",D,D3,21,N,5
A064,A06400D4,NA00004665,AREA PERIFERICA SUD-ORIENTALE A VOCAZIONE MISTA TRA POLI COMMERCIALI IKEA E LE PORTE DI NAPOLI,D,D4,20,N,0
A064,A06400D5,NA00004668,RIONE SALICELLE - TRATTO URBANO ASSE MEDIANO,D,D5,20,N,0
A064,A06400R1,NA00004623,ZONA RURALE,R,R1,0,,0
A065,A06500B1,RC00002672,SS 106 JONICA - VALLONE FRASSA` - LOC. ARTARUSA - FIUMARA LA VERDE,B,B1,20,N,1
A065,A06500D1,RC00002676,VALLONE FRASSO - CASINO DEL PRINCIPE - VALLONE FANTIULLO,D,D1,20,N,1
A065,A06500D2,RC00004247,ABITATO VECCHIO - PIAZZA UMBERTO I - VIA ROMA - VIA COLOMBO - VIA S.ROCCO - VIA SERRO - LOC. ARTARUSA,D,D2,20,N,2
A065,A06500R1,RC00004387,TERRITORIO RURALE COLLINARE E MONTANO,R,R1,0,,2
A065,A06500R2,RC00004527,TERRITORIO RURALE COSTIERO,R,R2,0,,0
A067,A06700B1,PC00000027,CENTRO STORICO TUTTO IL PAESE,B,B1,20,N,1
A067,A06700E1,PC00000030,"SARTURANO, RIVASSO,SAN PIETRO E FRAZIONI",E,E1,20,N,2
A067,A06700R1,PC00001200,RIMANENTE PARTE DEL TERRITORIO CON FRAZIONI E FABBRICATI SPARSI,R,R1,101,,2
A067,A06700R2,PC00001201,VIGNETI TUTTO IL TERRITORIO,R,R2,234,,2
A068,A06800B1,NA00000107,"ZONA CENTRALE  S.LAZZARO- ZONA CENTRALE BOMERANO: PIAZZA CAPASSO, VIA VILLANI",B,B1,20,N,1
A068,A06800B2,NA00000078,FRAZIONE BOMERANO: AREA INTORNO VIA IOVIENO,B,B2,20,N,2
A068,A06800B3,NA00004649,BOMERANO,B,B3,20,N,0
A068,A06800B4,NA00004670,SAN LAZZARO,B,B4,20,N,0
A068,A06800C1,NA00000108,"PARTE MERIDIONALE BOMERANO (BELVEDERE), TRATTO OCCIDENTALE VIA PONTE (EX FR.BOMERANO/P. PIANILLO CAMPORA/P.)",C,C1,20,N,1
A068,A06800C2,NA00000080,PIANILLO (MUNICIPIO)- ZONA CENTRALE CAMPORA- TRATTO ORIENTALE VIA PONTE- AREA SEMICENTRALE NORD-OCCIDENTALE BOMERANO,C,C2,20,N,2
A068,A06800D1,NA00000109,ZONA SETTENTRIONALE ALL`USCITA TUNNEL DA PIMONTE (EX FRAZ.BOMERANO/P S.LAZZARO/P CAMPORA/P),D,D1,20,N,3
A068,A06800D2,NA00000082,ZONA PERIFERICA MONTANA OCCIDENTALE MOLTO SCARSAMENTE ABITATA,D,D2,20,N,4
A068,A06800D3,NA00002489,ZONA PERIFERICA MONTANA ORIENTALE SCARSAMENTE ABITATA (EX VIA PONTEGHITO - VIA VICINALE PENISE),D,D3,20,N,5
A068,A06800D4,NA00004672,CAMPORA - PIANILLO - PONTE,D,D4,20,N,0
A068,A06800R1,NA00004675,FASCIA RURALE MONTANA,R,R1,0,,0
A069,A06900B1,SS00000076,CENTRO URBANO,B,B1,21,N,1
A069,A06900D1,SS00001358,ZONA ARTIGIANALE,D,D1,8,N,1
A069,A06900R1,SS00001598,RURALE AGRICOLA,R,R1,191,,1
A070,A07000B2,EN00001133,VIA ZANCLE-VIA S.BIAGIO,B,B2,21,N,1
A070,A07000B3,EN00001337,CORSO VITTORIO EMANUELE-LARGO MERCATO-PIAZZA GARIBALDI,B,B3,21,N,1
A070,A07000B4,EN00001338,CORSO VITTORIO EMANUELE-LARGO MERCATO-PIAZZA GARIBALDI-,B,B4,21,N,1
A070,A07000B5,EN00001590,VIA S.BIAGIO - VIA ZANCLE,B,B5,21,O,1
A070,A07000B6,EN00001810,VIA ROMA - VIA V. EMANUELE - VIA VOLTURNO - VIA G. MARCONI,B,B6,21,N,1
A070,A07000C1,EN00000047,VIA DIODOREA - VIA LINCOLN - VIA S. BARBARA,C,C1,21,N,1
A070,A07000D1,EN00000048,"VIA CIRCONVALLAZIONE - VIA ZEBBUG - TRAVERSA X, XI, XII, XIII",D,D1,20,O,1
A070,A07000D2,EN00001134,VIA PER RADDUSA-VIA CASTELLO-VIA DIODOREA,D,D2,20,O,1
A070,A07000D3,EN00001339,VIA OLIMPO-VIA ERCOLANO-VIA GULFO-,D,D3,21,S,1
A070,A07000E1,EN00000049,S.S. 121 - S.P. 18 - TRAVERSA VIII,E,E1,20,O,1
A070,A07000R1,EN00001630,TUTTI I FOGLI ESTERNI AL C.U.,R,R1,0,,1
A071,A07100B1,PT00000164,SAN PIERO SAN NICCOLO,B,B1,20,N,1
A071,A07100D1,PT00000166,"SPEDALINO, SALCETO",D,D1,20,N,1
A071,A07100E1,PT00000167,"LA FERRUCCIA, PONTE DEI BINI, FRAZIONI MINORI",E,E1,20,N,1
A072,A07200B1,AT00000048,CENTRO ABITATO,B,B1,20,N,1
A072,A07200D1,AT00000042,FUORI CENTRO ABITATO,D,D1,1,N,1
A072,A07200R1,AT00002270,ZONA RURALE,R,R1,129,,0
A074,A07400B1,TO00000998,CENTRO STORICO CASTELLO DUCALE,B,B1,21,N,1
A074,A07400C1,TO00000045,"AREA CIMITERIALE, STRADA COM.DEL NAVIGLIO, STRADA PER IVREA",C,C1,20,N,2
A074,A07400C2,TO00001121,RESIDENZIALE STRADA COM.DA AGLIE A OZEGNA,C,C2,20,N,3
A074,A07400D1,TO00001122,AREA OLIVETTI,D,D1,8,N,4
A074,A07400R1,TO00002272,"ZONA RURALE E FRAZIONI SPARSE STR.COM AGLIE CIGLIANO, STR.COM.GIORGIN",R,R1,0,,5
A075,A07500B1,PD00000042,CAPOLUOGO,B,B1,20,N,1
A075,A07500D1,PD00000043,ZONA PRODUTTIVA,D,D1,7,N,1
A075,A07500R1,PD00001626,ZONA RURALE,R,R1,101,,1
A076,A07600B1,CR00000019,INTERO TERRITORIO URBANO,B,B1,20,N,1
A076,A07600R1,CR00001141,CASCINE E ZONA AGRICOLA,R,R1,102,,1
A077,A07700B1,RC00000096,PIAZZA VITTORIO EMANUELE III - VIA UMBERTO I - VIA REGINA MARGHERITA - VIA ROMA - PIAZZA S. BASILE.,B,B1,20,N,1
A077,A07700D1,RC00004147,"VIA CALVARIO - VIA ZENOBIO - LOC. ARENA,  CROCE,  PETTO, ECC.",D,D1,21,N,1
A077,A07700R1,RC00004388,"LOCALITA` HAZZARI, CAVOLARO, SIGNORA, COSENTINO E RIMANENTE TERRITORIO IN ZONA AGRICOLA",R,R1,0,,1
A080,A08000B1,IS00000022,ZONA CENTRALE: VIA CASTELFIDARDO - C.SO V. EMANUELE - VIA ROMA - VIA GUALTERIO,B,B1,21,N,2
A080,A08000B2,IS00000023,"ZONA CENTRALE: VIA CAVOUR, C. V. EMANUELE, C. GARIBALDI",B,B2,20,N,1
A080,A08000C1,IS00000024,"ZONA SEMICENTRALE: V.G. MARCONI, S.S. ISTONIA, V. IONATA, V.P. NENNI",C,C1,20,N,2
A080,A08000D1,IS00000025,"ZONA PERIFERICA: VIA M. IONATA, VIALE CASTELNUOVO, S.P. 86",D,D1,20,N,2
A080,A08000E1,IS00000200,BORGATE E FRAZIONI,E,E1,20,N,3
A080,A08000E2,IS00000966,BORGATE E FRAZIONI,E,E2,21,N,0
A080,A08000R1,IS00000565,ZONA AGRICOLA,R,R1,199,,3
A081,A08100B1,FR00000418,"VILLAGGIO PESCHIERA, VIA ROMA",B,B1,20,N,1
A081,A08100C1,FR00000419,"C.DA PANETTA, C.DA PALAZZO FRANCHI, LOC. PACITTI, SPIRITO SANTO",C,C1,20,N,1
A081,A08100D1,FR00000420,"AIA FRANCHI, LOC. GRILLI, LOC. FUSCO, COLLE CATICCHIO",D,D1,20,N,1
A081,A08100D2,FR00001350,FRAZIONE VALLE GRANDE,D,D2,20,N,1
A081,A08100D3,FR00001490,FRAZIONE VALLE GRANDE,D,D3,20,N,1
A081,A08100R3,FR00001489,"C.DA PANETTA, C.DA PALAZZO FRANCHI, LOC. PACITTI, SPIRITO SANTO, AIA FRANCHI, LOC. GRILLI, LOC. FUSCO, COLLE CATICCHIO",R,R3,0,,1
A082,A08200B1,BS00000132,CENTRO ABITATO,B,B1,20,N,1
A082,A08200R1,BS00004449,AGRICOLA,R,R1,197,,1
A083,A08300B1,BL00000059,CENTRALE,B,B1,20,N,1
A083,A08300B2,BL00001760,CENTRALE PREGIATA,B,B2,20,N,1
A083,A08300C1,BL00000060,SEMICENTRALE,C,C1,20,N,1
A083,A08300D1,BL00000061,PERIFERICA,D,D1,20,N,1
A083,A08300E1,BL00000062,NUCLEI FRAZIONALI,E,E1,20,N,1
A083,A08300R1,BL00002162,RURALE,R,R1,0,,0
A084,A08400B1,RM00000202,CENTRO ABITATO,B,B1,20,N,1
A084,A08400E1,RM00000203,ESPANSIONE,E,E1,20,N,2
A084,A08400E2,RM00001761,MADONNA DELLA PACE,E,E2,20,N,3
A084,A08400R2,RM00001642,ZONA RURALE,R,R2,0,,4
A085,A08500B1,VA00000092,CENTRALE UNICA,B,B1,20,N,1
A085,A08500R1,VA00001462,ZONA RURALE APPARTENENTE ALLA REGIONE AGRARIA N. 1: MONTAGNA DELL ALTO VERBANO O,R,R1,0,,1
A087,A087000B,MI00000361,CENTRO URBANO,B,B,20,O,1
A087,A087000D,MI00000368,PERIFERIA,D,D,20,O,2
A087,A08700B1,MI00004585,CENTRO,B,B1,20,O,0
A087,A08700D1,MI00004586,PERIFERIA,D,D1,20,N,0
A087,A08700R1,MI00003504,ZONA RURALE,R,R1,0,,0
A088,A088000R,NO00001975,AGRICOLA,R,R,0,,1
A088,A08800B1,NO00000033,VECCHIO NUCLEO CENTRALE,B,B1,20,N,1
A088,A08800D1,NO00000034,PERIFERICA RESIDENZIALE,D,D1,20,N,1
A088,A08800E1,NO00002341,COMPRENSORIO DEL GOLF,E,E1,1,N,1
A089,A08900B1,AG00000027,"ULTIMO TRATTO DI VIA ATENEA, PIAZZA LUIGI PIRANDELLO, PIAZZA SINATRA, VIA EMPEDOCLE",B,B1,20,N,0
A089,A08900B2,AG00000002,"TRATTO CENTRALE DI VIA GIOENI. VIA IMERA, VIA PIO LA TORRE",B,B2,20,N,0
A089,A08900B3,AG00000454,"TRATTO INIZIALE DI VIA CICERONE, 1 TRATTO DI VIA PICONE, VIA SAN VITO, DE GASPERI, MINERVA, DIODORO SICULO, PAUSANIA",B,B3,20,N,0
A089,A08900B4,AG00000756,"1 TRATTO DI VIA ATENEA, VIA CESARE BATTISTI, VIA PIRANDELLO (VIA SAN FRANCESCO D`ASSISI), PIAZZA ALDO MORO, 1 TRATTO VIA GIOENI",B,B4,20,N,0
A089,A08900B5,AG00000757,ZONA CENTRALE DI VIA ATENEA,B,B5,20,N,2
A089,A08900B6,AG00000758,"VIALE DELLA VITTORIA, PIAZZA CAVOUR, VIA DEL PIAVE, ELEONORA DUSE, GIOVANNI XXIII, 2 TRATTO DI VIA PICONE",B,B6,20,N,0
A089,A08900B7,AG00000759,"VECCHIO CENTRO STORICO (VIA GARIBALDI, PIETRO NENNI, MATTEOTTI, DUOMO, ECC..)",B,B7,21,S,0
A089,A08900C1,AG00000022,"2 TRATTO DI VIA IMERA, PLEBIS REA, 25 APRILE, DANTE, MANZONI, CALLICRATIDE, ACRONE, VENEZIA, BOLOGNA",C,C1,20,N,0
A089,A08900C2,AG00000003,"VIA CICERONE, PAPA LUCIANI, RAGAZZI DEL 99, BRUCCOLERI",C,C2,20,N,0
A089,A08900C3,AG00000760,"VIA DELLA PACE, RAPISARDI, MONTI, SOLFERINO, PISACANE, MICCA, CAIROLI, GONFALONIERI, DISCESA MIRATI, TORTORELLI",C,C3,21,S,0
A089,A08900D1,AG00000023,"ZONA QUADRIVIO SPINASANTA, VIA REGIONE SICILIANA, MAZZINI, MATTARELLA, FICARRA, UNITA` D`ITALIA, VENEZUELA, C.DA SAN GIUSIPPUZZU.",D,D1,20,N,0
A089,A08900D2,AG00000447,"VIA MANZONI (STADIO), PETRARCA, GRACEFFO, TONIOLO, ESSENETO, LA MALFA, CRISPI, DEMETRA, ARTEMIDE, GAGLIO, POLIBIO, ECC..",D,D2,20,N,0
A089,A08900D3,AG00000996,CONTRADA CALCARELLE (ZONA A RIDOSSO DELL`UNIVERSITA),D,D3,20,O,0
A089,A08900E1,AG00000028,SAN LEONE,E,E1,1,N,0
A089,A08900E2,AG00000029,LOC.TA VILLAGGIO MOSE,E,E2,20,N,0
A089,A08900E3,AG00000030,LOC.TA FONTANELLE,E,E3,21,N,0
A089,A08900E4,AG00000031,LOC.TA MONSERRATO-VILLASETA,E,E4,20,N,0
A089,A08900E5,AG00000455,LOC.TA MONTAPERTO-GIARDINA GALLOTTI,E,E5,21,N,0
A089,A08900E6,AG00000443,ZONA LIMITROFA ABITATO DI FAVARA (FAVARA OVEST),E,E6,21,N,0
A089,A08900E7,AG00000876,VIALE LE DUNE E TRAVERSE- 1 TRATTO DI VIA MAGELLANO,E,E7,21,N,0
A089,A08900E8,AG00000877,LOCALITA LE DUNE-CANNATELLO - 2 TRATTO DI VIA MAGELLANO,E,E8,21,N,0
A089,A08900E9,AG00001056,FRAZIONE SAN MICHELE,E,E9,21,N,0
A089,A08900R1,AG00000812,ZONA RURALE,R,R1,231,,0
A089,A08900R2,AG00000813,CONTRADE SPARSE LATO OVEST,R,R2,231,,8
A089,A08900R3,AG00000814,CONTRADE SPARSE EST,R,R3,231,,9
A089,A0890E10,AG00001316,"VILLAGGIO PERUZZO E DINTORNI (PARTE DI VIALE DEI GIARDINI, VIA GELA, CIPRO, ORTENSIE, VIOLE, NINFEE, IPPOCASTANI, ECC..)",E,E10,21,N,0
A091,A09100B1,SA00000159,"CENTRO URBANO:VIA RIVIERA,V.G.MAZZINI,V.LE C. ROSSI,C.SO DIAZ,V.PIAVE,V.LE EUROPA,P.ZZA DELLA REPUBBLICA,V.DUCA SANFELICE,V.M.POLO",B,B1,20,N,0
A091,A09100C1,SA00000160,"VIE SELVA,S.FRANCESCO,M.SERAO,S.PIO X,G.BRUNO,CAMPANIA,F.TELESINO,TAVERNE,I MAGGIO,A.DE GASPERI,B.CROCE,V.LE RISORGIMENTO,S.MARCO",C,C1,20,N,0
A091,A09100D1,SA00000161,"ZONA A SUD DI CONTRADA CARNAVELA, ZONA A NORD DI VIA S.MARCO",D,D1,1,N,1
A091,A09100D2,SA00003143,"LE MATTINE,S.ANGELO,PIEDI ZITA,SANTA CROCE,VARRASI,CANNETIELLE,LA VECCHIA,PERAINO",D,D2,20,N,2
A091,A09100D3,SA00004267,"V.F.DEI MONACI,SS 267,V.ISCALONGA,C.DA MAROTTA,V.D.ALIGHIERI,V.FUONTI,V.S.DEGLI ULIVI,V.A.PATELLA,V.TOGLIATTI,V.MOZART,PARCO SOGNO",D,D3,20,N,0
A091,A09100R1,SA00003593,RESTANTE PARTE TERRITORIO COMUNALE,R,R1,0,,0
A091,A09100R2,SA00003594,COLTURE IN COLLINA,R,R2,197,,2
A092,A09200B1,AN00000042,CAPOLUOGO,B,B1,20,N,1
A092,A09200D1,AN00000046,PERIFERIA CAPOLUOGO,D,D1,20,N,3
A092,A09200E2,AN00001864,CENTRO STORICO CASTEL D`EMILIO,E,E2,20,N,2
A092,A09200E3,AN00001865,PERIFERIA CASTEL D`EMILIO,E,E3,20,N,4
A092,A09200R1,AN00002148,ZONA AGRICOLA E CASTEL D`EMILIO,R,R1,0,,5
A093,A09300B1,VI00000037,NUCLEO CITTADINO STORICO,B,B1,20,N,0
A093,A09300C1,VI00000038,SEMICENTRO,C,C1,20,N,1
A093,A09300D1,VI00000039,PERIFERIA,D,D1,20,N,1
A093,A09300R1,VI00002503,ZONA AGRICOLA,R,R1,101,,0
A094,A09400B1,AO00000007,ANTAGNOD CENTRO,B,B1,20,N,3
A094,A09400B2,AO00000647,ANTAGNOD ESPANSIONE,B,B2,20,N,4
A094,A09400B3,AO00000648,CHAMPOLUC NORD,B,B3,20,N,9
A094,A09400B4,AO00000649,"CHAMPOLUC ESPANSIONE (RAMEY, BARMES)",B,B4,20,N,10
A094,A09400B5,AO00000692,CHAMPOLUC CENTRO,B,B5,20,N,10
A094,A09400C1,AO00000008,FRAZIONI SUD,C,C1,20,N,1
A094,A09400C2,AO00000650,FRAZIONI CENTRALI,C,C2,20,N,2
A094,A09400C3,AO00000651,"FRAZIONI SUD (CORNU, MEYTERE)",C,C3,20,N,5
A094,A09400C4,AO00000652,"FRAZIONI CENTRALI (MAGNECOULAZ, PILAZ, RIOU)",C,C4,20,N,6
A094,A09400C5,AO00000653,FRAZIONI CENTRALI (BISOUS),C,C5,20,N,7
A094,A09400C6,AO00000654,"FRAZIONI CENTRALI (MAGNEAZ, PALOUETTAZ, PALLENC, BORBON)",C,C6,20,N,8
A094,A09400C7,AO00000848,"FRAZIONI SUD (LIGNOD, GOIL)",C,C7,20,N,12
A094,A09400C8,AO00001125,FRAZIONE ANTAGNOD,C,C8,20,N,1
A094,A09400D1,AO00000728,FRAZIONI NORD,D,D1,20,N,11
A094,A09400R1,AO00000727,RESIDUALE MONTANA,R,R1,191,,12
A096,A096000B,MI00000371,CENTRO URBANO,B,B,20,O,1
A096,A09600B1,MI00004587,CENTRO,B,B1,20,N,0
A096,A09600R1,MI00003484,ZONA RURALE,R,R1,0,,0
A097,A09700B1,OR00001022,CENTRO EDIFICATO.,B,B1,20,N,1
A097,A09700R1,OR00001790,AGRO,R,R1,101,,1
A098,A09800B1,EN00000069,CENTRO URBANO ED EX ZONE B2 - B3 - C1 - D2 - D3,B,B1,21,N,1
A098,A09800B2,EN00001340,PIAZZA CORDOVA-VIA MAZZINIVIA F.LLI PALERMO,B,B2,21,O,1
A098,A09800B3,EN00001341,PIAZZA CORDOVA-VIA MAZZINI-VIA F.LLI TESTA,B,B3,21,N,1
A098,A09800C1,EN00000070,PIAZZA SEN.CAMERATA-VIA ROMA,C,C1,21,O,1
A098,A09800D1,EN00000071,S.S. 288 - VIA LORENZO CAMMARATA - VIA G. LEOPARDI - VIA P.S. MATTARELLA - VIA FIUME,D,D1,20,O,1
A098,A09800D2,EN00001137,VIA CASTELLO-VIA ARCONIDE,D,D2,20,N,1
A098,A09800D3,EN00001342,VIA VENTURA-VIA ERBITEA,D,D3,21,S,1
A098,A09800E1,EN00000072,"CONTRADA S.TOMMASO, VANELLE, CIAPPA, BALZANA",E,E1,20,O,1
A098,A09800R1,EN00001650,TUTTTI I FOGLI ESTERNI AL C.U.,R,R1,0,,1
A100,A10000B1,AQ00000078,"CENTRO STORICO, CORSO E PIAZZA DEL MUNICIPIO, ABITATO DI AIELLI PAESE",B,B1,20,N,1
A100,A10000D1,AQ00000079,ZONE LIMITROFE ALLA FASCIA CENTRALE,D,D1,20,N,1
A100,A10000E1,AQ00002351,FRAZIONE AIELLI STAZIONE,E,E1,20,N,1
A100,A10000R1,AQ00002352,"FRAZIONE SARDELLINO, NUCLEO INDUSTRIALE E RESTANTE TERRITORIO COMUNALE",R,R1,0,,1
A101,A10100B1,AV00000024,"VIA S. SEBASTIANO, MARCONI, D.GREZZA, CUPA, CASERILLI, GAETA, UMBERTO I, S.SEBASTIANO, PARISI, P.ZZA GARIBALDI",B,B1,20,N,1
A101,A10100D1,AV00000026,"VIA PROV.LE AV-AIELLO, VIA S. GAETA, CONTRADA PESCHIERA, CONTRADA ORTARA, CONTRADA BRECCIALE",D,D1,20,N,1
A101,A10100D2,AV00002186,"TAVERNOLA SAN FELICE, SABINA, VIA STRADONE, VALLE S.ANDREA, VIA IV NOVEMBRE",D,D2,20,N,0
A101,A10100E1,AV00000027,LA PARTE RURALE DELLO ABITATO,E,E1,20,N,1
A101,A10100R1,AV00002185,LA PARTE RURALE DEL COMUNE,R,R1,103,,0
A102,A10200B1,CS00000066,CENTRO STORICO E ZONE LIMITROFE,B,B1,20,N,1
A102,A10200D1,CS00000862,"PERIFERICA - VIA CAMPAGNA, CONTRADA ALZINETTA",D,D1,20,N,1
A102,A10200R1,CS00001512,"ZONA RURALE- C.DASEMINALI,COSCHI,ROMIA,CANNAVALI",R,R1,0,,1
A103,A10300B1,UD00000020,ZONA CENTRALE,B,B1,21,N,1
A103,A10300D1,UD00000021,ZONA PERIFERICA,D,D1,21,N,1
A103,A10300R1,UD00002817,RESTO DEL TERRITORIO COMUNALE,R,R1,101,,1
A105,A10500B1,CS00000079,CENTRO STORICO E AREE LIMITROFE,B,B1,21,N,1
A105,A10500D1,CS00000863,"ZONA PERIFERICA - CONTRADA CAROSIELLO, FONTANA",D,D1,20,N,1
A105,A10500R1,CS00001513,AREE RURALI,R,R1,0,,1
A106,A10600B1,CE00000074,CENTRO ABITATO,B,B1,21,N,0
A106,A10600R1,CE00002857,RURALE,R,R1,191,,0
A107,A10700B1,BI00000946,CENTRO ABITATO,B,B1,20,N,100
A107,A10700E1,BI00000006,"LOC. VACCHERA, LOC. LA VIGNA, LOC. BRUSALE, LOC. PIETRA GROSSA, CASCINA LA GRU",E,E1,21,N,1
A107,A10700R1,BI00001247,TERRITORIO EXTRAURBANO,R,R1,0,,100
A107,A10700R2,BI00001387,ISOLA AMMINISTRATIVA - ALTA MONTAGNA,R,R2,0,,100
A108,A10800B1,AO00000013,"CAPOLUOGO (CHABLOZ, CROUX, MOULIN, FOURNIER, VERCELLOD)",B,B1,20,N,1
A108,A10800D1,AO00000730,OZEIN,D,D1,20,N,1
A108,A10800R1,AO00000729,"FRAZIONI (CAMAGNE, CHAMPLEVAL, CHANTEL, PONDEL, SERIGNAN, VIEYES)",R,R1,191,,1
A109,A10900B1,TO00000928,INTERO TERRITORIO COMUNALE,B,B1,20,N,1
A109,A10900R1,TO00002990,CAMPAGNA,R,R1,109,,0
A110,A11000B1,BN00000025,ZONA CENTRO ABITATO DEL CAPOLUOGO,B,B1,20,N,1
A110,A11000D1,BN00000026,ZONA AGRICOLA,D,D1,20,N,4
A110,A11000D2,BN00000516,ZONA RURALE MONTANA MADONNA DELLA NEVE,D,D2,20,N,2
A110,A11000D3,BN00000517,ZONA RURALE PROVINCIALE MOIANO,D,D3,20,N,3
A110,A11000R1,BN00001187,ZONA AGRICOLA,R,R1,129,,0
A110,A11000R2,BN00001188,ZONA RURALE MONTANA MADONNA DELLA NEVE,R,R2,129,,0
A110,A11000R3,BN00001189,ZONA RURALE PROVINCIALE MOIANO,R,R3,129,,0
A111,A11100B1,IM00000042,CENTRO URBANO,B,B1,21,N,1
A111,A11100D1,IM00000043,INSEDIAMENTI SPARSI LUNGO LA STATALE DEL COLLE DI TENDA E LOC.COLLABASSA,D,D1,21,N,1
